Id	Type	ShowType	Title	Img	OpenStoryLineContentId	LockDesc	UnlockDesc	CompleteDesc	ScriptId	StoryId	Index
7105	2	2	Narcissus Plain	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	700	This clue not collected	A legend in the Scorched Borderland says that the souls of kind people will find each other again on a plain covered in narcissus.	A legend in the Scorched Borderland says that the souls of kind people will find each other again on a plain covered in narcissus.			102
7200	1	1	Nirvatia's Past	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto02.png	704	This clue not collected	Nirvatia's past reveals who she truly is, what drives her actions, and whether she's still capable of change.	Looking at her past, Nirvatia was never purely evil, nor entirely good. Everyone she encountered helped shape how she sees the world.	7200		200
7201	2	2	Delicate Wreath	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704	This clue not collected	A child made this by hand as a gift, to thank Nirvatia for months of patient teaching.	A child made this by hand as a gift, to thank Nirvatia for months of patient teaching.			201
7202	2	2	Dreamcatcher	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704	This clue not collected	This was used by fanatic demon hunters to expose demons hiding in crowds. That led directly to a conflict with Nirvatia's village.	This was used by fanatic demon hunters to expose demons hiding in crowds. That led directly to a conflict with Nirvatia's village.			202
7203	2	2	The People She Met	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704	This clue not collected	During her time as a "witch," Nirvatia crossed paths with many humans—some pure and kind, others noble-hearted heroes.	During her time as a "witch," Nirvatia crossed paths with many humans—some pure and kind, others noble-hearted heroes.			206
7204	2	2	Iron Army Report	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704	This clue not collected	An old report. The headline reads, "Iron Army Commander Gray Raven Mysteriously Disappears. Multiple Witnesses Claim Gray Raven Was Last Seen Traveling with a Demon Woman."	An old report. The headline reads, "Iron Army Commander Gray Raven Mysteriously Disappears. Multiple Witnesses Claim Gray Raven Was Last Seen Traveling with a Demon Woman."			204
7205	2	2	The Tribunal	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	704	This clue not collected	The Sanctuary set up this tribunal to investigate crimes. Those found guilty are executed here without mercy.	The Sanctuary set up this tribunal to investigate crimes. Those found guilty are executed here without mercy.			205
7300	1	1	Nirvatia's Purpose	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto02.png	709	This clue not collected	Everything she went through changed the way Nirvatia acts. From that point on, she chose her current beliefs and her goal.	Nirvatia wants to become the goddess of a new world. She plans to rewrite the laws of all Three Realms and create a world that's absolutely fair.	7300	RG01404BA	300
7301	2	2	The Power to Reshape the Three Realms	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709	This clue not collected	By seizing the power of both the Lord of Death and the Cardinal Deity, Nirvatia gained strength great enough to reshape all Three Realms.	Nirvatia plans to use Wanshi's lantern to revive the Lord of Death, then slay her using the Cardinal Deity's strength, claiming the power of both in the process.			303
7302	2	2	The Death of "Gray Raven"	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709	This clue not collected	Thirty years ago, "Gray Raven," commander of the Iron Army, was assassinated by Demon Lord Hanpa and buried in a nameless field of flowers.	Thirty years ago, "Gray Raven," commander of the Iron Army, was assassinated by Demon Lord Hanpa and buried in a nameless field of flowers.			302
7303	2	2	The Innocent Dead	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709	This clue not collected	Nirvatia's village had many kind people who cared for her. But after the Cataclysm, the Sanctuary accused them of colluding with demons. The angels executed every one of them.	Nirvatia's village had many kind people who cared for her. But after the Cataclysm, the Sanctuary accused them of colluding with demons. The angels executed every one of them.			301
7304	2	2	Mysterious Tavern	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709	This clue not collected	Nirvatia's tavern, shrouded in secret rumors, gradually became a haven for rebels planning to bring down the Sanctuary, and a perfect cover for her own operations.	Nirvatia's tavern, shrouded in secret rumors, gradually became a haven for rebels planning to bring down the Sanctuary, and a perfect cover for her own operations.			306
7305	2	2	The Lord of Death's Mission	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709	This clue not collected	The Lord of Death once made a deal with Nirvatia. In return, she was given the title "Raven of Death" and was bound to collect souls for her without end.	The Lord of Death once made a deal with Nirvatia. In return, she was given the title "Raven of Death" and was bound to collect souls for her without end.			305
7306	2	2	The Former Demon Lord	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5CluePhoto.png	709	This clue not collected	Morigan was once a Demon Lord. Because he helped Nirvatia find the Lord of Death, he lost his title and all his memories. Now, he chooses to fight alongside her.	Morigan was once a Demon Lord. Because he helped Nirvatia find the Lord of Death, he lost his title and all his memories. Now, he chooses to fight alongside her.			304
